,행정동_코드,상권_구분_코드,상권_코드,분기당_매출_금액,분기당_매출_건수,건당_매출액_평균,"환산임대료(원, 21년도)","증감율(%, 19-21년도)",임대료/매출,매출/임대료
329,11260620,A,2110247,234042229,19595,11944,103465,9.674,8.6625,0.1154
330,11260620,A,2110248,57770499,3004,19229,103465,9.674,5.3807,0.1859
331,11260620,A,2110250,202200014,14967,13510,103465,9.674,7.6584,0.1306
332,11260630,A,2110236,318612989,27627,11533,83706,14.295,7.258,0.1378
333,11260630,A,2110241,266812284,20054,13305,83706,14.295,6.2913,0.1589
334,11260655,A,2110275,1106720343,58982,18764,92200,14.542,4.9137,0.2035
335,11260655,A,2110277,394057046,27813,14168,92200,14.542,6.5076,0.1537
336,11260655,A,2110278,388333867,32915,11798,92200,14.542,7.8149,0.128
337,11260655,A,2110279,148283832,5896,25150,92200,14.542,3.666,0.2728
338,11260660,A,2110268,193331996,20443,9457,66627,12.422,7.0453,0.1419
339,11260660,A,2110270,190660811,15959,11947,66627,12.422,5.5769,0.1793
340,11260680,A,2110271,396321666,7836,50579,88411,5.241,1.748,0.5721
341,11260680,A,2110272,894936149,60083,14895,88411,5.241,5.9356,0.1685
342,11260680,A,2110273,167773322,11607,14455,88411,5.241,6.1163,0.1635
343,11260680,A,2110276,10983876,917,11975,88411,5.241,7.383,0.1354
344,11290525,A,2110280,33358504,1525,21874,121233,1.107,5.5423,0.1804
345,11290525,A,2110281,194494599,3692,52678,121233,1.107,2.3014,0.4345
346,11290525,A,2110283,268475933,9418,28505,121233,1.107,4.253,0.2351
347,11290525,A,2110285,96455944,8022,12024,121233,1.107,10.0826,0.0992
348,11290525,A,2110286,192338694,16178,11889,121233,1.107,10.1971,0.0981
349,11290525,A,2110288,522166808,31010,16839,121233,1.107,7.1995,0.1389
350,11290555,A,2110291,168591242,14232,11846,93708,0.27,7.9105,0.1264
351,11290555,A,2110293,277294772,32266,8594,93708,0.27,10.9039,0.0917
352,11290555,A,2110297,287174429,29437,9756,93708,0.27,9.6052,0.1041
353,11290555,D,2120070,596947307,43566,13702,93708,0.27,6.839,0.1462
354,11290555,D,2120071,505322417,30874,16367,93708,0.27,5.7254,0.1747
355,11290575,A,2110296,329576175,38506,8559,122560,3.731,14.3194,0.0698
356,11290575,A,2110301,221418612,15701,14102,122560,3.731,8.691,0.1151
357,11290575,A,2110303,175439512,17721,9900,122560,3.731,12.3798,0.0808
358,11290575,D,2120072,-2147483648,174988,12685,122560,3.731,9.6618,0.1035
359,11290600,A,2110300,404905048,31134,13005,111253,12.027,8.5546,0.1169
360,11290600,A,2110304,311109089,45186,6885,111253,12.027,16.1588,0.0619
361,11290600,A,2110305,321354349,22993,13976,111253,12.027,7.9603,0.1256
362,11290600,A,2110309,398728930,50820,7846,111253,12.027,14.1796,0.0705
363,11290600,A,2110312,543428621,53639,10131,111253,12.027,10.9814,0.0911
364,11290600,A,2110313,795290953,55833,14244,111253,12.027,7.8105,0.128
365,11290600,D,2120074,300322259,21775,13792,111253,12.027,8.0665,0.124
366,11290610,A,2110302,147764819,12876,11476,76596,-3.318,6.6745,0.1498
367,11290620,A,2110298,127901920,18060,7082,83352,13.62,11.7696,0.085
368,11290620,A,2110299,401818107,34940,11500,83352,13.62,7.248,0.138
369,11290630,A,2110292,125260541,1674,74805,87688,7.44,1.1722,0.8531
370,11290630,A,2110295,261103931,25656,10177,87688,7.44,8.6163,0.1161
371,11290640,A,2110282,186938431,15705,11903,86905,-6.98,7.3011,0.137
372,11290640,A,2110287,248033947,24644,10065,86905,-6.98,8.6344,0.1158
373,11290640,A,2110289,158144686,13191,11989,86905,-6.98,7.2487,0.138
374,11290650,A,2110284,311075946,36427,8540,112455,0.384,13.168,0.0759
375,11290650,A,2110290,73776193,5808,12702,112455,0.384,8.8533,0.113
376,11290650,A,2110294,328443788,30220,10868,112455,0.384,10.3474,0.0966
377,11290660,A,2110306,70286731,2999,23437,147791,0.055,6.3059,0.1586
378,11290660,A,2110307,112968742,10504,10755,147791,0.055,13.7416,0.0728
379,11290685,A,2110308,222391593,23421,9495,127012,16.179,13.3767,0.0748
380,11290705,A,2110314,371472747,25637,14490,91238,0.445,6.2966,0.1588
381,11290705,A,2110315,297516610,29719,10011,91238,0.445,9.1138,0.1097
382,11290705,A,2110317,380841679,43642,8726,91238,0.445,10.4559,0.0956
383,11290705,A,2110319,289707079,19812,14623,91238,0.445,6.2393,0.1603
384,11290705,A,2110320,316699319,34799,9101,91238,0.445,10.0251,0.0998
385,11290715,A,2110310,357000000,4473,79812,103499,16.647,1.2968,0.7711
386,11290715,A,2110316,367392246,31814,11548,103499,16.647,8.9625,0.1116
387,11290715,A,2110318,247076443,14299,17279,103499,16.647,5.9899,0.1669
388,11290715,A,2110321,25815158,2188,11798,103499,16.647,8.7726,0.114
389,11290715,D,2120073,396276717,39647,9995,103499,16.647,10.3551,0.0966
390,11290725,A,2110323,270517248,28533,9481,105636,16.755,11.1419,0.0898
391,11290725,A,2110324,126770779,18632,6804,105636,16.755,15.5256,0.0644
392,11290725,A,2110328,143262343,15019,9539,105636,16.755,11.0741,0.0903
393,11290725,D,2120075,534983456,50666,10559,105636,16.755,10.0044,0.1
394,11290760,A,2110322,79920955,6737,11864,59814,9.026,5.0416,0.1983
395,11290760,A,2110325,348746795,28416,12273,59814,9.026,4.8736,0.2052
396,11290760,A,2110326,137475876,16818,8174,59814,9.026,7.3176,0.1367
397,11290770,A,2110327,165232939,9725,16991,91105,16.085,5.362,0.1865
398,11290770,A,2110329,62493576,1978,31596,91105,16.085,2.8834,0.3468
399,11290770,A,2110330,257041457,17276,14878,91105,16.085,6.1235,0.1633
400,11290770,A,2110332,163389164,11213,14571,91105,16.085,6.2525,0.1599
401,11290810,A,2110221,246382681,22828,10793,87235,3.422,8.0826,0.1237
402,11290810,A,2110331,262491692,20306,12927,87235,3.422,6.7483,0.1482
403,11290810,A,2110333,292281279,11379,25685,87235,3.422,3.3963,0.2944
404,11290810,A,2110334,202989800,13894,14609,87235,3.422,5.9713,0.1675
405,11290810,A,2110335,848751803,51868,16364,87235,3.422,5.3309,0.1876
406,11290810,A,2110336,272530567,17919,15209,87235,3.422,5.7357,0.1743
407,11305534,A,2110355,82446921,7046,11702,96071,8.685,8.2098,0.1218
408,11305535,A,2110364,264423069,29037,9106,93388,2.105,10.2557,0.0975
409,11305535,A,2110365,318805391,25325,12589,93388,2.105,7.4182,0.1348
410,11305535,A,2110369,377359128,26790,14086,93388,2.105,6.6298,0.1508
411,11305535,D,2120077,670282887,61837,10840,93388,2.105,8.6151,0.1161
412,11305545,A,2110374,253567649,26831,9451,125023,15.28,13.2285,0.0756
413,11305545,A,2110377,159555358,7700,20721,125023,15.28,6.0336,0.1657
414,11305545,A,2110378,104813337,9405,11144,125023,15.28,11.2189,0.0891
415,11305545,D,2120078,1228485460,66620,18440,125023,15.28,6.78,0.1475
416,11305555,A,2110361,91177463,10704,8518,85663,-0.209,10.0567,0.0994
417,11305555,A,2110363,178408841,17901,9967,85663,-0.209,8.5947,0.1164
418,11305555,A,2110368,129369869,15906,8133,85663,-0.209,10.5328,0.0949
419,11305555,A,2110370,217842727,16739,13014,85663,-0.209,6.5824,0.1519
420,11305555,A,2110371,326521195,13392,24383,85663,-0.209,3.5132,0.2846
421,11305575,A,2110354,196850595,12628,15589,116140,-9.087,7.4501,0.1342
422,11305590,A,2110373,311370273,28138,11066,95290,7.23,8.6111,0.1161
423,11305590,A,2110376,371888969,37579,9896,95290,7.23,9.6291,0.1039
424,11305590,A,2110379,348108824,32768,10623,95290,7.23,8.9702,0.1115
425,11305600,A,2110375,158837725,11751,13516,53242,-18.39,3.9392,0.2539
426,11305606,A,2110381,227072911,19880,11422,81298,2.21,7.1177,0.1405
427,11305610,A,2110344,136042421,17997,7559,86732,3.921,11.474,0.0872
428,11305610,A,2110349,90018546,3171,28390,86732,3.921,3.055,0.3273
429,11305610,A,2110352,178222626,16402,10866,86732,3.921,7.982,0.1253
430,11305610,A,2110360,388570121,35496,10947,86732,3.921,7.9229,0.1262
431,11305620,A,2110353,335995378,14137,23768,81500,-5.423,3.429,0.2916
432,11305620,A,2110356,182357754,9512,19171,81500,-5.423,4.2512,0.2352
433,11305620,A,2110357,181898151,18756,9698,81500,-5.423,8.4038,0.119
434,11305620,A,2110362,265967202,33373,7969,81500,-5.423,10.2271,0.0978
435,11305630,A,2110358,159115869,7926,20076,100610,-2.898,5.0115,0.1995
436,11305630,A,2110359,150941377,12643,11939,100610,-2.898,8.427,0.1187
437,11305630,A,2110366,416680950,13382,31138,100610,-2.898,3.2311,0.3095
438,11305630,A,2110367,353017861,22145,15941,100610,-2.898,6.3114,0.1584
439,11305630,A,2110372,202978972,11302,17959,100610,-2.898,5.6022,0.1785
440,11305630,D,2120076,-2147483648,278404,14508,100610,-2.898,6.9348,0.1442
441,11305645,A,2110339,778662864,30176,25804,87026,11.158,3.3726,0.2965
442,11305645,A,2110341,468764428,29653,15808,87026,11.158,5.5052,0.1816
443,11305645,A,2110343,109891579,14932,7360,87026,11.158,11.8242,0.0846
444,11305645,A,2110345,158541939,10370,15289,87026,11.158,5.6921,0.1757
445,11305645,A,2110346,386649984,25869,14946,87026,11.158,5.8227,0.1717
446,11305660,A,2110337,520455864,26580,19580,65714,5.119,3.3562,0.298
447,11305660,A,2110340,59411524,7708,7708,65714,5.119,8.5254,0.1173
448,11305660,A,2110342,91090648,8972,10153,65714,5.119,6.4724,0.1545
449,11305660,A,2110348,149826629,10765,13919,65714,5.119,4.7212,0.2118
450,11305660,A,2110350,168557966,10616,15878,65714,5.119,4.1387,0.2416
451,11305660,A,2110351,99105075,8575,11557,65714,5.119,5.6861,0.1759
452,11320511,A,2110396,562333320,59551,9443,112318,29.222,11.8943,0.0841
453,11320512,A,2110399,415417440,45097,9212,83257,6.479,9.0379,0.1106
454,11320513,A,2110404,522928934,30394,17205,73357,-5.205,4.2637,0.2345
455,11320514,D,2120079,1004766151,88908,11301,109496,-9.106,9.6891,0.1032
456,11320515,A,2110401,217536927,13165,16524,104501,5.923,6.3242,0.1581
457,11320515,A,2110408,238650336,19767,12073,104501,5.923,8.6558,0.1155
458,11320515,A,2110409,303959467,24650,12331,104501,5.923,8.4747,0.118
459,11320521,A,2110397,660878661,57937,11407,70348,-11.228,6.1671,0.1622
460,11320521,A,2110406,1241517816,62254,19943,70348,-11.228,3.5275,0.2835
461,11320521,A,2110407,575139591,43514,13217,70348,-11.228,5.3225,0.1879
462,11320522,A,2110411,129079220,8437,15300,99113,16.043,6.478,0.1544
463,11320522,A,2110413,361778034,12462,29030,99113,16.043,3.4142,0.2929
464,11320660,A,2110382,126444714,16102,7852,81909,-11.915,10.4316,0.0959
465,11320660,A,2110383,253081294,31448,8048,81909,-11.915,10.1776,0.0983
466,11320660,A,2110384,73604416,3128,23531,81909,-11.915,3.4809,0.2873
467,11320660,A,2110387,343776110,38007,9045,81909,-11.915,9.0557,0.1104
468,11320670,A,2110398,270881873,21713,12476,100133,10.792,8.0261,0.1246
469,11320670,A,2110400,344171545,24026,14325,100133,10.792,6.9901,0.1431
470,11320680,A,2110388,97792904,6710,14574,89818,0.306,6.1629,0.1623
471,11320680,A,2110389,197105805,8104,24323,89818,0.306,3.6927,0.2708
472,11320681,A,2110392,137028325,14103,9716,97562,18.124,10.0414,0.0996
473,11320690,A,2110395,123939876,3836,32308,88469,-6.418,2.7383,0.3652
474,11320690,A,2110402,356113229,26539,13418,88469,-6.418,6.5933,0.1517
475,11320690,A,2110403,428598623,34163,12546,88469,-6.418,7.0516,0.1418
476,11320690,A,2110405,477086917,39189,12174,88469,-6.418,7.267,0.1376
477,11320690,A,2110410,417210389,31290,13333,88469,-6.418,6.6353,0.1507
478,11320690,A,2110412,203368224,13103,15520,88469,-6.418,5.7003,0.1754
479,11320700,A,2110390,285079039,26247,10861,74499,2.926,6.8593,0.1458
480,11320700,A,2110391,408490858,54038,7559,74499,2.926,9.8557,0.1015
481,11320700,A,2110394,228370561,18932,12062,74499,2.926,6.1763,0.1619
482,11320710,A,2110386,238650396,28846,8273,85428,22.26,10.3261,0.0968
483,11320710,A,2110393,100368946,8946,11219,85428,22.26,7.6146,0.1313
484,11350560,A,2110414,125654706,15032,8359,104628,-3.46,12.5168,0.0799
485,11350560,A,2110418,62999492,4621,13632,104628,-3.46,7.6752,0.1303
486,11350560,A,2110420,296157165,32359,9152,104628,-3.46,11.4323,0.0875
487,11350560,A,2110421,639954176,41695,15349,104628,-3.46,6.8166,0.1467
488,11350560,A,2110423,459149259,49727,9233,104628,-3.46,11.332,0.0882
489,11350570,A,2110417,60934566,8800,6925,79404,-13.272,11.4663,0.0872
490,11350595,A,2110429,600927458,45136,13314,88798,-1.376,6.6695,0.1499
491,11350595,A,2110433,95251900,10963,8689,88798,-1.376,10.2196,0.0979
492,11350595,A,2110434,53806721,6924,7771,88798,-1.376,11.4268,0.0875
493,11350595,D,2120084,863350907,52292,16510,88798,-1.376,5.3784,0.1859
494,11350595,D,2120086,427581169,35291,12116,88798,-1.376,7.329,0.1364
495,11350600,A,2110435,233250285,21676,10761,103264,-1.627,9.5961,0.1042
496,11350600,A,2110438,687040524,53103,12938,103264,-1.627,7.9814,0.1253
497,11350600,A,2110442,123503069,14359,8601,103264,-1.627,12.006,0.0833
498,11350611,A,2110427,271076941,39354,6888,86392,-2.556,12.5424,0.0797
499,11350611,A,2110432,240653140,14356,16763,86392,-2.556,5.1537,0.194
500,11350619,A,2110441,245402990,31019,7911,102411,10.328,12.9454,0.0772
501,11350619,D,2120085,1129223139,133310,8471,102411,10.328,12.0896,0.0827
502,11350624,A,2110430,293661241,19737,14878,102958,-0.425,6.9202,0.1445
503,11350624,A,2110431,1096211234,77061,14225,102958,-0.425,7.2378,0.1382
504,11350624,A,2110436,462938346,30457,15200,102958,-0.425,6.7736,0.1476
505,11350625,D,2120083,918929252,102763,8942,95326,-17.302,10.6605,0.0938
506,11350630,A,2110415,601936123,57113,10539,88302,-5.64,8.3786,0.1194
507,11350630,A,2110416,534870123,28027,19084,88302,-5.64,4.627,0.2161
508,11350630,A,2110419,861445197,55287,15581,88302,-5.64,5.6673,0.1765
509,11350640,A,2110424,240348673,24703,9729,107561,-12.143,11.0557,0.0905
510,11350640,A,2110426,431705249,36174,11934,107561,-12.143,9.013,0.111
511,11350640,D,2120081,-2147483648,384823,12214,107561,-12.143,8.8064,0.1136
512,11350665,A,2110437,117931251,5931,19884,82546,10.669,4.1514,0.2409
513,11350665,A,2110439,131620225,15729,8368,82546,10.669,9.8645,0.1014
514,11350665,A,2110440,175107346,17514,9998,82546,10.669,8.2563,0.1211
515,11350670,A,2110425,220797165,17407,12684,81365,12.194,6.4148,0.1559
516,11350670,A,2110428,227532691,18694,12172,81365,12.194,6.6846,0.1496
517,11350695,D,2120082,391877426,50114,7820,130899,4.4,16.739,0.0597
518,11350710,D,2120080,444255136,45717,9718,121133,6.7,12.4648,0.0802
519,11350720,A,2110422,27182415,1679,16189,116527,5.063,7.1979,0.1389
520,11380510,A,2110477,475005377,22819,20816,97419,8.36,4.68,0.2137
521,11380510,A,2110484,298315558,25942,11499,97419,8.36,8.472,0.118
522,11380510,A,2110486,530769516,32446,16358,97419,8.36,5.9554,0.1679
523,11380510,A,2110489,290036492,9188,31567,97419,8.36,3.0861,0.324
524,11380510,A,2110490,187305067,23052,8125,97419,8.36,11.99,0.0834
525,11380520,A,2110487,280224592,19206,14590,89758,-3.91,6.152,0.1625
526,11380530,A,2110474,218472143,29365,7440,110301,6.557,14.8254,0.0675
527,11380530,A,2110479,176128206,15208,11581,110301,6.557,9.5243,0.105
528,11380530,A,2110480,63382408,5191,12209,110301,6.557,9.0344,0.1107
529,11380530,A,2110482,96546592,3900,24753,110301,6.557,4.4561,0.2244
530,11380530,A,2110483,181383323,20991,8641,110301,6.557,12.7648,0.0783
531,11380530,A,2110485,130292655,7048,18486,110301,6.557,5.9667,0.1676
532,11380530,A,2110491,122205434,10283,11884,110301,6.557,9.2815,0.1077
533,11380530,D,2120090,702972211,88713,7924,110301,6.557,13.9199,0.0718
534,11380551,A,2110462,122582090,16791,7301,99334,2.48,13.6055,0.0735
535,11380551,A,2110465,226791779,19353,11719,99334,2.48,8.4763,0.118
536,11380551,A,2110467,290244592,24094,12046,99334,2.48,8.2462,0.1213
537,11380552,A,2110454,89968863,10391,8658,98936,6.498,11.4271,0.0875
538,11380552,A,2110458,206044708,29134,7072,98936,6.498,13.9898,0.0715
539,11380552,A,2110460,494127614,53379,9257,98936,6.498,10.6877,0.0936
540,11380552,A,2110464,375988421,25348,14833,98936,6.498,6.67,0.1499
541,11380552,D,2120088,364357012,36021,10115,98936,6.498,9.7811,0.1022
542,11380560,A,2110447,11271972,478,23606,81947,0.732,3.4714,0.2881
543,11380560,A,2110450,430487798,48378,8898,81947,0.732,9.2096,0.1086
544,11380560,A,2110456,260617075,30749,8476,81947,0.732,9.6681,0.1034
545,11380560,A,2110457,123536645,13431,9198,81947,0.732,8.9092,0.1122
546,11380570,A,2110472,428039686,37672,11362,109206,-4.267,9.6115,0.104
547,11380570,A,2110473,272076798,22428,12131,109206,-4.267,9.0022,0.1111
548,11380570,A,2110476,145835119,13023,11198,109206,-4.267,9.7523,0.1025
549,11380570,A,2110481,413244141,19546,21143,109206,-4.267,5.1651,0.1936
550,11380570,D,2120092,443077126,36013,12303,109206,-4.267,8.8764,0.1127
551,11380580,A,2110470,247008558,22771,10847,107449,3.673,9.9059,0.101
552,11380580,A,2110475,242869109,24885,9759,107449,3.673,11.0102,0.0908
553,11380580,A,2110478,276486643,33621,8224,107449,3.673,13.0653,0.0765
554,11380580,A,2110488,288953374,33312,8674,107449,3.673,12.3875,0.0807
555,11380580,D,2120091,936773459,57409,16318,107449,3.673,6.5847,0.1519
556,11380600,A,2110461,210588075,18747,11233,94310,4.669,8.3958,0.1191
557,11380600,A,2110463,417131352,39991,10431,94310,4.669,9.0413,0.1106
558,11380600,A,2110469,406905383,42383,9601,94310,4.669,9.8229,0.1018
559,11380600,A,2110471,127143132,7579,16775,94310,4.669,5.6221,0.1779
560,11380625,A,2110455,300483771,25228,11911,91040,4.499,7.6434,0.1308
561,11380625,A,2110459,215931006,21396,10092,91040,4.499,9.021,0.1109
562,11380625,A,2110466,189643539,17736,10692,91040,4.499,8.5148,0.1174
563,11380625,A,2110468,451505746,36706,12301,91040,4.499,7.401,0.1351
564,11380631,A,2110453,435935363,36256,12024,101655,9.639,8.4543,0.1183
565,11380631,D,2120087,420318144,43240,9721,101655,9.639,10.4573,0.0956
566,11380632,A,2110446,218154787,19805,11015,73301,-7.725,6.6547,0.1503
567,11380632,A,2110448,255240936,23809,10720,73301,-7.725,6.8378,0.1462
568,11380632,A,2110452,191473139,20674,9261,73301,-7.725,7.915,0.1263
569,11380640,A,2110444,276278934,7030,39300,84993,10.95,2.1627,0.4624
570,11380640,A,2110449,240559855,24503,9818,84993,10.95,8.6569,0.1155
571,11380640,A,2110451,236883365,21955,10789,84993,10.95,7.8777,0.1269
572,11380650,A,2110443,20994014,910,23058,103994,15.234,4.5101,0.2217
573,11380690,A,2110492,70513701,3599,19593,116897,3.145,5.9663,0.1676
574,11380690,D,2120089,634334980,59743,10618,116897,3.145,11.0093,0.0908
575,11410520,A,2110535,107953917,3691,29246,129540,15.602,4.4293,0.2258
576,11410520,A,2110536,49437027,3218,15364,129540,15.602,8.4314,0.1186
577,11410555,A,2110530,237150697,5871,40393,141733,33.57,3.5089,0.285
578,11410555,A,2110532,111142771,5572,19947,141733,33.57,7.1055,0.1407
579,11410565,A,2110534,38029572,3399,11189,115287,8.74,10.3036,0.0971
580,11410565,A,2110537,420958466,47205,8918,115287,8.74,12.9275,0.0774
581,11410565,A,2110538,221288845,13618,16250,115287,8.74,7.0946,0.141
582,11410565,A,2110539,603642738,24322,24819,115287,8.74,4.6451,0.2153
583,11410565,D,2120097,545651737,46006,11860,115287,8.74,9.7207,0.1029
584,11410585,A,2110509,342943632,38505,8906,136179,0.46,15.2907,0.0654
585,11410585,A,2110514,105649112,11219,9417,136179,0.46,14.461,0.0692
586,11410585,A,2110520,186683779,12910,14460,136179,0.46,9.4176,0.1062
587,11410585,A,2110524,240245798,19196,12515,136179,0.46,10.8813,0.0919
588,11410585,A,2110526,484986909,37537,12920,136179,0.46,10.5402,0.0949
589,11410585,D,2120094,-2147483648,314483,12849,136179,0.46,10.5984,0.0944
590,11410585,D,2120096,801798728,104655,7661,136179,0.46,17.7756,0.0563
591,11410615,A,2110501,59179653,5769,10258,103939,5.112,10.1325,0.0987
592,11410615,A,2110505,97992046,2548,38458,103939,5.112,2.7027,0.37
593,11410615,A,2110506,61433486,2031,30252,103939,5.112,3.4358,0.2911
594,11410615,A,2110508,312130676,21807,14313,103939,5.112,7.2619,0.1377
595,11410615,A,2110510,113541676,10129,11210,103939,5.112,9.272,0.1079
596,11410615,A,2110511,410564621,55756,7364,103939,5.112,14.1145,0.0708
597,11410615,A,2110512,43403927,1759,24681,103939,5.112,4.2113,0.2375
598,11410615,A,2110513,321529900,7303,44030,103939,5.112,2.3606,0.4236
599,11410615,A,2110517,262806670,18871,13926,103939,5.112,7.4637,0.134
600,11410615,A,2110518,97551400,9477,10294,103939,5.112,10.097,0.099
601,11410615,D,2120093,1237432676,74512,16607,103939,5.112,6.2587,0.1598
602,11410620,A,2110519,301309760,30220,9971,112757,-5.339,11.3085,0.0884
603,11410620,A,2110521,285799689,12775,22372,112757,-5.339,5.0401,0.1984
604,11410620,A,2110522,134377329,11466,11719,112757,-5.339,9.6217,0.1039
605,11410620,A,2110523,118083749,19173,6159,112757,-5.339,18.3077,0.0546
606,11410620,D,2120095,641353516,49517,12952,112757,-5.339,8.7058,0.1149
607,11410640,A,2110527,181524831,16308,11131,99808,3.363,8.9667,0.1115
608,11410640,A,2110528,170577813,18974,8990,99808,3.363,11.1021,0.0901
609,11410640,A,2110529,217245284,19808,10968,99808,3.363,9.0999,0.1099
610,11410660,A,2110525,207902838,17972,11568,98045,19.11,8.4755,0.118
611,11410685,A,2110504,688283002,73391,9378,94429,4.702,10.0692,0.0993
612,11410685,A,2110507,548898988,50295,10914,94429,4.702,8.6521,0.1156
613,11410685,A,2110515,56105798,8236,6812,94429,4.702,13.8622,0.0721
614,11410685,A,2110516,11397377,424,26908,94429,4.702,3.5093,0.285
615,11410690,A,2110497,96961035,4622,20976,147458,9.417,7.0298,0.1423
616,11410700,A,2110500,121587915,15325,7934,117277,10.707,14.7816,0.0677
617,11410700,A,2110502,480738162,40676,11819,117277,10.707,9.9228,0.1008
618,11410700,A,2110503,186951543,17754,10530,117277,10.707,11.1374,0.0898
619,11410710,A,2110493,152017952,18490,8222,91017,5.531,11.0699,0.0903
620,11410710,A,2110494,289126091,36361,7952,91017,5.531,11.4458,0.0874
621,11410720,A,2110495,550521319,35166,15655,88219,7.611,5.6352,0.1775
622,11410720,A,2110496,581967163,43382,13415,88219,7.611,6.5761,0.1521
623,11410720,A,2110498,474573716,33396,14211,88219,7.611,6.2078,0.1611
624,11410720,A,2110499,203622594,25122,8105,88219,7.611,10.8845,0.0919
625,11440555,A,2110583,193019219,5878,32838,148472,10.582,4.5213,0.2212
626,11440555,A,2110584,151718419,1552,97725,148472,10.582,1.5193,0.6582
627,11440555,A,2110585,174643504,11434,15274,148472,10.582,9.7206,0.1029
628,11440565,A,2110586,695004566,33082,21009,118067,14.781,5.6198,0.1779
629,11440565,A,2110587,183335718,20173,9088,118067,14.781,12.9915,0.077
630,11440565,A,2110588,157986620,12941,12208,118067,14.781,9.6713,0.1034
631,11440565,A,2110589,131404269,12338,10651,118067,14.781,11.0851,0.0902
632,11440565,A,2110590,105761662,5945,17791,118067,14.781,6.6363,0.1507
633,11440565,D,2120107,1606230290,125046,12845,118067,14.781,9.1917,0.1088
634,11440585,A,2110579,378086892,8624,43843,149310,5.619,3.4056,0.2936
635,11440590,A,2110577,211439710,16142,13099,123471,2.012,9.426,0.1061
636,11440590,D,2120106,933590772,65669,14217,123471,2.012,8.6847,0.1151
637,11440600,A,2110573,51292670,5636,9102,129797,9.749,14.2603,0.0701
638,11440600,A,2110574,48102567,7686,6259,129797,9.749,20.7377,0.0482
639,11440600,A,2110575,104766995,8443,12409,129797,9.749,10.4599,0.0956
640,11440600,A,2110576,499771169,37544,13311,129797,9.749,9.7511,0.1026
641,11440600,A,2110580,162542777,16268,9992,129797,9.749,12.9901,0.077
642,11440610,A,2110578,475256694,51305,9263,143074,12.157,15.4458,0.0647
643,11440610,A,2110581,179531712,7790,23047,143074,12.157,6.2079,0.1611
644,11440610,A,2110582,217702048,23267,9357,143074,12.157,15.2906,0.0654
645,11440630,A,2110570,395462166,55385,7140,148090,33.535,20.7409,0.0482
646,11440630,A,2110571,164502155,21235,7747,148090,33.535,19.1158,0.0523
647,11440630,A,2110572,492541661,60321,8165,148090,33.535,18.1372,0.0551
648,11440655,A,2110561,448660665,37653,11916,144855,5.753,12.1563,0.0823
649,11440655,A,2110563,99523463,3993,24926,144855,5.753,5.8114,0.1721
650,11440655,A,2110565,154784864,23096,6702,144855,5.753,21.6137,0.0463
651,11440655,A,2110567,49524119,4623,10713,144855,5.753,13.5214,0.074
652,11440655,A,2110568,333733722,41207,8099,144855,5.753,17.8855,0.0559
653,11440655,D,2120105,984265360,74250,13256,144855,5.753,10.9275,0.0915
654,11440660,A,2110554,277916740,24424,11379,149801,6.505,13.1647,0.076
655,11440660,A,2110555,94984723,6899,13767,149801,6.505,10.8812,0.0919
656,11440660,A,2110557,253858852,23294,10898,149801,6.505,13.7457,0.0727
657,11440660,A,2110564,403403282,22262,18121,149801,6.505,8.2667,0.121
658,11440660,A,2110566,626593916,57055,10982,149801,6.505,13.6406,0.0733
659,11440660,A,2110569,407053668,25830,15759,149801,6.505,9.5057,0.1052
660,11440660,D,2120100,778050164,59411,13096,149801,6.505,11.4387,0.0874
