,행정동_코드,상권_구분_코드,상권_코드,분기당_매출_금액,분기당_매출_건수,건당_매출액_평균,"환산임대료(원, 21년도)","증감율(%, 19-21년도)",임대료/매출,매출/임대료
661,11440660,D,2120102,1557420939,118757,13114,149801,6.505,11.423,0.0875
662,11440660,D,2120103,-2147483648,345268,15823,149801,6.505,9.4673,0.1056
663,11440660,D,2120104,-2147483648,266969,15679,149801,6.505,9.5542,0.1047
664,11440680,A,2110546,525882339,52850,9950,119009,-4.816,11.9607,0.0836
665,11440680,A,2110550,915795602,52366,17488,119009,-4.816,6.8052,0.1469
666,11440680,A,2110556,25444861,228,111723,119009,-4.816,1.0652,0.9388
667,11440680,A,2110559,501025537,29753,16839,119009,-4.816,7.0675,0.1415
668,11440680,D,2120101,-2147483648,191038,11738,119009,-4.816,10.1388,0.0986
669,11440690,A,2110540,153351355,14288,10733,133100,4.704,12.401,0.0806
670,11440690,A,2110544,1218373954,94259,12926,133100,4.704,10.2971,0.0971
671,11440700,A,2110541,302275084,28710,10529,109196,0.285,10.371,0.0964
672,11440700,A,2110542,292620103,26671,10971,109196,0.285,9.9531,0.1005
673,11440700,A,2110547,578001084,42755,13519,109196,0.285,8.0772,0.1238
674,11440710,A,2110560,122828495,9082,13524,131608,5.831,9.7314,0.1028
675,11440710,A,2110562,395418488,37923,10427,131608,5.831,12.6218,0.0792
676,11440720,A,2110548,273942619,17671,15502,87958,-3.45,5.674,0.1762
677,11440720,A,2110551,297746407,29232,10186,87958,-3.45,8.6352,0.1158
678,11440720,A,2110552,624674361,52441,11912,87958,-3.45,7.384,0.1354
679,11440720,A,2110558,942968394,54663,17250,87958,-3.45,5.099,0.1961
680,11440730,A,2110543,94614502,13651,6931,134708,13.812,19.4356,0.0515
681,11440730,A,2110545,672572196,78032,8619,134708,13.812,15.6292,0.064
682,11440730,A,2110549,151196862,15529,9736,134708,13.812,13.8361,0.0723
683,11440730,A,2110553,188422928,16086,11713,134708,13.812,11.5007,0.087
684,11440730,D,2120099,193496802,25060,7721,134708,13.812,17.447,0.0573
685,11440740,D,2120098,-2147483648,288805,10441,140509,-3.232,13.4574,0.0743
686,11470510,A,2110621,173555448,15150,11456,136814,4.968,11.9426,0.0837
687,11470510,D,2120113,1648482802,84843,19430,136814,4.968,7.0414,0.142
688,11470520,A,2110622,267244320,29288,9125,108817,8.128,11.9252,0.0839
689,11470520,A,2110624,80822072,9296,8695,108817,8.128,12.5149,0.0799
690,11470520,A,2110626,85621542,8529,10039,108817,8.128,10.8394,0.0923
691,11470520,A,2110628,73939270,2323,31832,108817,8.128,3.4185,0.2925
692,11470530,A,2110617,68160800,7319,9313,115686,9.986,12.422,0.0805
693,11470530,D,2120112,1326745230,119375,11114,115686,9.986,10.409,0.0961
694,11470540,A,2110618,246629713,26663,9250,97551,2.485,10.5461,0.0948
695,11470540,A,2110619,90798130,2115,42931,97551,2.485,2.2723,0.4401
696,11470540,A,2110620,188706643,18767,10055,97551,2.485,9.7017,0.1031
697,11470550,D,2120114,-2147483648,346261,9943,146962,-2.675,14.7804,0.0677
698,11470560,A,2110597,311291609,22922,13581,85282,4.888,6.2795,0.1592
699,11470560,A,2110599,159193394,15974,9966,85282,4.888,8.5573,0.1169
700,11470560,A,2110601,567615880,39865,14238,85282,4.888,5.9897,0.167
701,11470570,A,2110607,337383278,13657,24705,77374,5.995,3.1319,0.3193
702,11470570,A,2110608,95650637,10718,8924,77374,5.995,8.6703,0.1153
703,11470580,A,2110592,161586765,15130,10680,82860,18.511,7.7584,0.1289
704,11470580,A,2110593,409441746,39684,10318,82860,18.511,8.0306,0.1245
705,11470580,A,2110596,122941816,16602,7405,82860,18.511,11.1897,0.0894
706,11470590,A,2110604,391213141,35510,11017,89343,11.829,8.1096,0.1233
707,11470590,A,2110606,728007355,60605,12012,89343,11.829,7.4378,0.1344
708,11470600,A,2110594,99402847,10454,9508,75059,3.37,7.8943,0.1267
709,11470600,A,2110595,432991755,24349,17783,75059,3.37,4.2208,0.2369
710,11470610,A,2110605,304312931,17923,16979,111123,20.468,6.5447,0.1528
711,11470611,A,2110598,303428852,26012,11665,67020,-8.152,5.7454,0.1741
712,11470611,A,2110600,241371153,14716,16403,67020,-8.152,4.0858,0.2447
713,11470611,A,2110602,35957748,2506,14351,67020,-8.152,4.6701,0.2141
714,11470620,A,2110613,137597521,8663,15884,112121,9.816,7.0587,0.1417
715,11470620,A,2110615,290300234,28436,10209,112121,9.816,10.9826,0.0911
716,11470620,D,2120109,446990532,33849,13205,112121,9.816,8.4908,0.1178
717,11470630,A,2110625,322224997,19452,16565,102738,-2.825,6.2021,0.1612
718,11470630,A,2110627,456664998,36422,12538,102738,-2.825,8.1941,0.122
719,11470640,A,2110603,181320324,18508,9797,97791,2.648,9.9817,0.1002
720,11470640,A,2110609,90464464,12813,7060,97791,2.648,13.8514,0.0722
721,11470640,A,2110610,67952623,2124,32000,97791,2.648,3.056,0.3272
722,11470650,A,2110611,354369106,35129,10088,104566,11.04,10.3654,0.0965
723,11470650,A,2110612,215368431,23572,9136,104566,11.04,11.4455,0.0874
724,11470650,A,2110614,221013263,7292,30307,104566,11.04,3.4502,0.2898
725,11470650,A,2110616,72853876,2493,29226,104566,11.04,3.5778,0.2795
726,11470650,D,2120108,897873281,55766,16101,104566,11.04,6.4944,0.154
727,11470650,D,2120110,1125467213,86763,12972,104566,11.04,8.0609,0.1241
728,11470680,A,2110623,723251758,41407,17467,96209,-16.552,5.508,0.1816
729,11500510,A,2110678,193554609,14455,13390,111887,9.117,8.356,0.1197
730,11500510,A,2110679,262363902,23763,11041,111887,9.117,10.1338,0.0987
731,11500520,A,2110671,476119890,37494,12699,107913,10.193,8.4978,0.1177
732,11500520,A,2110677,126195302,8314,15178,107913,10.193,7.1098,0.1407
733,11500530,A,2110672,18743995,2871,6529,109359,8.229,16.7497,0.0597
734,11500530,A,2110676,114859175,12625,9098,109359,8.229,12.0201,0.0832
735,11500535,A,2110657,556297149,43303,12847,117867,5.689,9.1747,0.109
736,11500535,A,2110660,584694254,45302,12906,117867,5.689,9.1327,0.1095
737,11500535,A,2110667,208835171,18922,11036,117867,5.689,10.6802,0.0936
738,11500540,A,2110647,227880971,15280,14914,104796,7.977,7.0267,0.1423
739,11500540,A,2110651,466786287,49508,9429,104796,7.977,11.1142,0.09
740,11500540,A,2110654,580058913,55461,10459,104796,7.977,10.0197,0.0998
741,11500540,A,2110656,1098841377,88531,12412,104796,7.977,8.4431,0.1184
742,11500540,D,2120120,1621817932,172391,9408,104796,7.977,11.139,0.0898
743,11500540,D,2120121,999967832,69531,14382,104796,7.977,7.2866,0.1372
744,11500550,A,2110665,226689462,18609,12181,80576,2.232,6.6149,0.1512
745,11500550,A,2110668,238037124,19544,12179,80576,2.232,6.616,0.1511
746,11500560,A,2110646,553697292,50044,11064,124772,10.191,11.2773,0.0887
747,11500570,A,2110670,126679628,12714,9964,101865,1.758,10.2233,0.0978
748,11500570,A,2110673,422677001,46327,9124,101865,1.758,11.1645,0.0896
749,11500570,A,2110675,162666325,15781,10307,101865,1.758,9.8831,0.1012
750,11500570,D,2120111,698916637,41144,16987,101865,1.758,5.9966,0.1668
751,11500590,A,2110658,666611402,56540,11790,97103,-0.301,8.236,0.1214
752,11500590,A,2110659,426535396,42011,10153,97103,-0.301,9.564,0.1046
753,11500591,A,2110661,62384858,4615,13518,127041,14.867,9.3979,0.1064
754,11500591,A,2110663,153812590,10852,14174,127041,14.867,8.963,0.1116
755,11500591,A,2110664,224456406,12141,18488,127041,14.867,6.8715,0.1455
756,11500591,A,2110666,41527259,1802,23049,127041,14.867,5.5118,0.1814
757,11500591,A,2110669,87646519,6464,13559,127041,14.867,9.3695,0.1067
758,11500591,D,2120122,1768087071,128641,13744,127041,14.867,9.2434,0.1082
759,11500593,A,2110662,367836600,39427,9330,123209,5.116,13.2057,0.0757
760,11500603,A,2110648,719681514,74566,9652,145468,3.694,15.0713,0.0664
761,11500603,A,2110652,436590813,47511,9189,145468,3.694,15.8307,0.0632
762,11500603,D,2120118,-2147483648,116226,22586,145468,3.694,6.4406,0.1553
763,11500603,D,2120119,-2147483648,172194,15228,145468,3.694,9.5527,0.1047
764,11500605,A,2110674,104485258,10589,9868,111051,-0.061,11.2536,0.0889
765,11500611,A,2110644,116850068,1489,78456,95791,7.929,1.221,0.819
766,11500611,A,2110645,369887576,38694,9559,95791,7.929,10.021,0.0998
767,11500611,D,2120117,347037452,12730,27262,95791,7.929,3.5137,0.2846
768,11500615,A,2110649,265712341,35008,7590,125855,9.068,16.5817,0.0603
769,11500615,A,2110650,356910448,28394,12570,125855,9.068,10.0123,0.0999
770,11500615,A,2110653,259324310,25212,10286,125855,9.068,12.2356,0.0817
771,11500615,A,2110655,405422756,23476,17270,125855,9.068,7.2875,0.1372
772,11500620,A,2110629,88027776,10799,8152,116945,11.017,14.3456,0.0697
773,11500620,A,2110634,600393648,53747,11171,116945,11.017,10.4686,0.0955
774,11500620,A,2110635,331930337,20509,16185,116945,11.017,7.2255,0.1384
775,11500620,A,2110637,241903638,29674,8152,116945,11.017,14.3456,0.0697
776,11500620,A,2110643,563003301,42031,13395,116945,11.017,8.7305,0.1145
777,11500620,D,2120116,456596602,21535,21202,116945,11.017,5.5158,0.1813
778,11500630,A,2110632,368328831,25310,14552,120094,11.535,8.2527,0.1212
779,11500630,A,2110636,239472025,15860,15099,120094,11.535,7.9538,0.1257
780,11500630,A,2110638,838008720,71979,11642,120094,11.535,10.3156,0.0969
781,11500630,A,2110639,175820174,12819,13716,120094,11.535,8.7558,0.1142
782,11500630,A,2110641,365918099,43801,8354,120094,11.535,14.3756,0.0696
783,11500640,A,2110630,332709021,26882,12376,92820,16.312,7.5,0.1333
784,11500640,A,2110631,112623030,8498,13253,92820,16.312,7.0037,0.1428
785,11500640,A,2110633,243131483,13228,18380,92820,16.312,5.0501,0.198
786,11500640,D,2120115,248593594,67955,3658,92820,16.312,25.3745,0.0394
787,11500641,A,2110640,694025045,66399,10452,121780,6.217,11.6514,0.0858
788,11500641,A,2110642,41773516,738,56585,121780,6.217,2.1522,0.4646
789,11530510,A,2110707,305954225,13883,22039,101397,-8.485,4.6008,0.2174
790,11530530,A,2110708,134829426,13868,9722,97379,0.017,10.0164,0.0998
791,11530530,A,2110709,192850302,17797,10836,97379,0.017,8.9866,0.1113
792,11530530,A,2110710,496509351,33573,14789,97379,0.017,6.5846,0.1519
793,11530530,A,2110711,265447636,11717,22655,97379,0.017,4.2983,0.2326
794,11530530,A,2110716,279303114,12414,22499,97379,0.017,4.3281,0.231
795,11530530,D,2120125,1052611639,99128,10619,97379,0.017,9.1703,0.109
796,11530540,A,2110719,9752776,1833,5321,129333,1.209,24.3061,0.0411
797,11530540,A,2110722,326302669,34511,9455,129333,1.209,13.6788,0.0731
798,11530540,D,2120129,-2147483648,421497,9965,129333,1.209,12.9787,0.077
799,11530540,D,2120130,-2147483648,118934,20632,129333,1.209,6.2686,0.1595
800,11530550,A,2110712,239949870,18309,13106,103720,-10.339,7.9139,0.1264
801,11530550,A,2110714,629093217,53977,11655,103720,-10.339,8.8992,0.1124
802,11530550,A,2110720,347892076,18129,19190,103720,-10.339,5.4049,0.185
803,11530560,A,2110713,542860078,32391,16759,99888,-5.767,5.9603,0.1678
804,11530560,A,2110715,110640058,7002,15800,99888,-5.767,6.322,0.1582
805,11530560,A,2110718,1057549693,48250,21918,99888,-5.767,4.5574,0.2194
806,11530560,D,2120127,804843711,79224,10159,99888,-5.767,9.8325,0.1017
807,11530560,D,2120128,-2147483648,291297,7738,99888,-5.767,12.9088,0.0775
808,11530595,A,2110717,608645754,49596,12272,96422,3.19,7.8571,0.1273
809,11530595,A,2110721,94887546,7152,13267,96422,3.19,7.2678,0.1376
810,11530595,D,2120126,436097571,41227,10578,96422,3.19,9.1153,0.1097
811,11530720,A,2110700,93397786,3197,29211,70742,-19.613,2.4218,0.4129
812,11530720,A,2110704,477973690,18398,25980,70742,-19.613,2.7229,0.3673
813,11530720,A,2110705,13023012,1768,7364,70742,-19.613,9.6065,0.1041
814,11530720,A,2110706,447591355,40477,11058,70742,-19.613,6.3974,0.1563
815,11530730,A,2110694,276740290,24418,11333,72308,-1.922,6.3803,0.1567
816,11530730,A,2110695,310902945,17764,17502,72308,-1.922,4.1314,0.242
817,11530730,A,2110699,140860641,12665,11122,72308,-1.922,6.5013,0.1538
818,11530730,A,2110701,264679535,12252,21604,72308,-1.922,3.347,0.2988
819,11530740,A,2110691,219654077,18339,11978,75423,4.018,6.2968,0.1588
820,11530740,A,2110692,48261581,1438,33569,75423,4.018,2.2468,0.4451
821,11530740,A,2110703,428675053,31651,13544,75423,4.018,5.5687,0.1796
822,11530750,A,2110696,97312692,4127,23581,107173,-7.115,4.5449,0.22
823,11530760,A,2110697,154857523,18746,8261,86078,2.145,10.4198,0.096
824,11530760,A,2110698,68732686,2335,29437,86078,2.145,2.9241,0.342
825,11530760,A,2110702,168785140,11923,14156,86078,2.145,6.0807,0.1645
826,11530760,D,2120124,756068858,60858,12424,86078,2.145,6.9284,0.1443
827,11530770,A,2110688,327848678,38070,8612,90808,-15.048,10.5444,0.0948
828,11530770,A,2110689,141483672,4745,29815,90808,-15.048,3.0457,0.3283
829,11530770,A,2110693,1537041094,191128,8042,90808,-15.048,11.2917,0.0886
830,11530770,D,2120123,1104287116,120710,9148,90808,-15.048,9.9265,0.1007
831,11530780,A,2110685,194386538,8457,22985,102540,14.355,4.4612,0.2242
832,11530780,A,2110687,139740701,8594,16259,102540,14.355,6.3067,0.1586
833,11530780,A,2110690,536774467,43055,12467,102540,14.355,8.2249,0.1216
834,11530790,A,2110680,277247779,21995,12605,86969,20.557,6.8996,0.1449
835,11530790,A,2110681,311082969,36229,8587,86969,20.557,10.128,0.0987
836,11530790,A,2110682,31506663,2715,11606,86969,20.557,7.4935,0.1334
837,11530790,A,2110683,49332492,1554,31745,86969,20.557,2.7396,0.365
838,11530790,A,2110684,309477297,41134,7524,86969,20.557,11.5589,0.0865
839,11530790,A,2110686,208597667,14877,14021,86969,20.557,6.2028,0.1612
840,11545510,A,2110723,253387684,4774,53080,114290,6.2,2.1532,0.4644
841,11545510,A,2110724,232871080,21456,10853,114290,6.2,10.5307,0.095
842,11545510,A,2110725,734323354,54517,13470,114290,6.2,8.4848,0.1179
843,11545510,A,2110729,572064969,44967,12722,114290,6.2,8.9837,0.1113
844,11545510,D,2120131,-2147483648,975844,9021,114290,6.2,12.6693,0.0789
845,11545610,A,2110726,42788247,3826,11185,90546,-3.874,8.0953,0.1235
846,11545610,A,2110727,149914901,14886,10071,90546,-3.874,8.9908,0.1112
847,11545610,A,2110728,237545808,17102,13890,90546,-3.874,6.5188,0.1534
848,11545610,A,2110730,454634105,48455,9383,90546,-3.874,9.65,0.1036
849,11545610,A,2110732,414647425,46032,9008,90546,-3.874,10.0517,0.0995
850,11545610,D,2120132,1483482454,125472,11823,90546,-3.874,7.6585,0.1306
851,11545620,A,2110735,238252875,11304,21077,99635,17.899,4.7272,0.2115
852,11545620,A,2110741,258963340,14581,17760,99635,17.899,5.6101,0.1783
853,11545620,A,2110745,267340923,30253,8837,99635,17.899,11.2748,0.0887
854,11545630,A,2110737,286823631,33521,8557,91579,7.687,10.7022,0.0934
855,11545630,A,2110738,384577811,18163,21174,91579,7.687,4.3251,0.2312
856,11545630,A,2110751,208855310,21037,9928,91579,7.687,9.2243,0.1084
857,11545630,D,2120134,789564549,45422,17383,91579,7.687,5.2683,0.1898
858,11545640,A,2110736,355160230,20026,17735,79676,-10.503,4.4926,0.2226
859,11545640,A,2110744,319189524,28235,11305,79676,-10.503,7.0479,0.1419
860,11545670,A,2110731,495347586,40049,12369,102592,6.752,8.2943,0.1206
861,11545670,A,2110733,325568512,9435,34507,102592,6.752,2.9731,0.3364
862,11545670,A,2110734,10529882,190,55420,102592,6.752,1.8512,0.5402
863,11545670,A,2110740,289456914,27300,10603,102592,6.752,9.6758,0.1034
864,11545670,A,2110742,183591495,15461,11874,102592,6.752,8.6401,0.1157
865,11545670,A,2110743,268444287,21344,12577,102592,6.752,8.1571,0.1226
866,11545670,A,2110746,489698438,28924,16930,102592,6.752,6.0598,0.165
867,11545670,D,2120133,538856680,40569,13282,102592,6.752,7.7241,0.1295
868,11545680,A,2110755,123366746,7373,16732,69507,-32.904,4.1541,0.2407
869,11545690,A,2110739,256374392,26790,9570,148038,16.669,15.469,0.0646
870,11545690,A,2110747,268765352,16395,16394,148038,16.669,9.03,0.1107
871,11545690,A,2110749,353120946,30328,11643,148038,16.669,12.7148,0.0786
872,11545700,A,2110750,191153498,14822,12896,97635,-0.131,7.571,0.1321
873,11545700,A,2110752,619089424,61614,10048,97635,-0.131,9.7169,0.1029
874,11545710,A,2110748,151861739,18476,8219,94419,-4.012,11.4879,0.087
875,11545710,A,2110753,458439028,45042,10178,94419,-4.012,9.2768,0.1078
876,11545710,A,2110754,83447456,4229,19730,94419,-4.012,4.7856,0.209
877,11560515,A,2110799,28859598,464,62137,99259,1.279,1.5974,0.626
878,11560515,A,2110803,448847927,18685,24022,99259,1.279,4.132,0.242
879,11560515,A,2110808,16727664,340,49163,99259,1.279,2.019,0.4953
880,11560515,A,2110809,197988443,10653,18586,99259,1.279,5.3405,0.1872
881,11560535,A,2110782,160220970,7360,21770,120272,3.375,5.5247,0.181
882,11560535,A,2110783,169646503,11456,14808,120272,3.375,8.1221,0.1231
883,11560535,A,2110788,104080020,3993,26068,120272,3.375,4.6138,0.2167
884,11560535,A,2110796,167182440,13954,11981,120272,3.375,10.0386,0.0996
885,11560535,A,2110800,41064426,2291,17924,120272,3.375,6.7101,0.149
886,11560535,A,2110806,16833113,4195,4012,120272,3.375,29.9781,0.0334
887,11560535,A,2110807,382199108,51441,7430,120272,3.375,16.1873,0.0618
888,11560535,D,2120144,339091603,22406,15134,120272,3.375,7.9471,0.1258
889,11560535,D,2120145,-2147483648,270157,18315,120272,3.375,6.5669,0.1523
890,11560535,D,2120146,294733396,21765,13542,120272,3.375,8.8814,0.1126
891,11560540,D,2120148,-2147483648,322965,18260,133843,1.535,7.3298,0.1364
892,11560540,D,2120149,-2147483648,514224,19899,133843,1.535,6.7261,0.1487
893,11560540,D,2120150,758410393,55415,13686,133843,1.535,9.7796,0.1023
894,11560550,A,2110763,398579054,42824,9307,89803,11.797,9.649,0.1036
895,11560550,A,2110764,459477064,24832,18503,89803,11.797,4.8534,0.206
896,11560550,A,2110770,204928490,16246,12614,89803,11.797,7.1193,0.1405
897,11560550,D,2120136,1879993852,136228,13800,89803,11.797,6.5075,0.1537
898,11560550,D,2120141,586529127,73008,8034,89803,11.797,11.1779,0.0895
899,11560560,A,2110774,204473127,17317,11807,129257,10.612,10.9475,0.0913
900,11560560,A,2110786,178731908,5543,32246,129257,10.612,4.0085,0.2495
901,11560560,A,2110794,338488201,37636,8994,129257,10.612,14.3715,0.0696
902,11560560,D,2120138,648196093,52277,12399,129257,10.612,10.4248,0.0959
903,11560560,D,2120143,-2147483648,230820,11348,129257,10.612,11.3903,0.0878
904,11560585,A,2110767,58070498,6236,9313,99232,19.51,10.6552,0.0939
905,11560585,A,2110768,282496415,31838,8873,99232,19.51,11.1836,0.0894
906,11560585,A,2110785,247454897,22911,10800,99232,19.51,9.1881,0.1088
907,11560585,A,2110792,322261344,30316,10630,99232,19.51,9.3351,0.1071
908,11560605,A,2110758,167489838,6743,24840,106227,12.318,4.2764,0.2338
909,11560605,A,2110759,1381750350,105642,13080,106227,12.318,8.1213,0.1231
910,11560605,A,2110761,46439482,1502,30924,106227,12.318,3.4351,0.2911
911,11560605,A,2110765,324834958,29911,10860,106227,12.318,9.7815,0.1022
912,11560605,A,2110777,59396822,2171,27360,106227,12.318,3.8826,0.2576
913,11560605,D,2120137,937578254,53930,17385,106227,12.318,6.1103,0.1637
914,11560605,D,2120140,533715987,64803,8236,106227,12.318,12.8979,0.0775
915,11560610,A,2110756,61333448,6280,9766,96179,6.986,9.8484,0.1015
916,11560610,A,2110757,438828786,32394,13547,96179,6.986,7.0997,0.1409
917,11560610,D,2120135,377518740,39773,9492,96179,6.986,10.1326,0.0987
918,11560620,A,2110760,491601221,47526,10344,100412,7.582,9.7073,0.103
919,11560620,A,2110762,458778944,42841,10709,100412,7.582,9.3764,0.1067
920,11560620,A,2110773,40655343,2086,19490,100412,7.582,5.152,0.1941
921,11560630,A,2110810,511768228,40101,12762,88457,-2.915,6.9313,0.1443
922,11560630,A,2110815,459527285,39497,11634,88457,-2.915,7.6033,0.1315
923,11560630,A,2110816,178568225,18047,9895,88457,-2.915,8.9396,0.1119
924,11560630,A,2110817,143203862,7204,19877,88457,-2.915,4.4502,0.2247
925,11560650,A,2110787,249662523,19850,12578,90908,-0.388,7.2275,0.1384
926,11560650,A,2110795,96672625,12016,8045,90908,-0.388,11.2999,0.0885
927,11560660,A,2110802,108547407,7208,15059,110910,42.265,7.365,0.1358
928,11560660,A,2110805,43930063,4773,9204,110910,42.265,12.0502,0.083
929,11560670,A,2110780,26731086,1962,13627,100970,21.753,7.4096,0.135
930,11560670,A,2110790,336112877,29564,11369,100970,21.753,8.8812,0.1126
931,11560670,A,2110791,116530833,6183,18846,100970,21.753,5.3576,0.1866
932,11560680,A,2110797,29961979,2753,10882,98174,-0.192,9.0217,0.1108
933,11560680,A,2110798,266112424,4508,59031,98174,-0.192,1.6631,0.6013
934,11560680,A,2110801,54747145,1338,40910,98174,-0.192,2.3998,0.4167
935,11560680,A,2110804,398213986,23694,16807,98174,-0.192,5.8413,0.1712
936,11560680,A,2110811,354711433,26315,13479,98174,-0.192,7.2835,0.1373
937,11560680,A,2110812,494144229,42352,11667,98174,-0.192,8.4147,0.1188
938,11560690,A,2110813,191041397,5906,32348,104598,2.405,3.2335,0.3093
939,11560690,A,2110814,221988402,10025,22144,104598,2.405,4.7235,0.2117
940,11560700,A,2110779,24594545,852,28874,114581,10.915,3.9683,0.252
941,11560700,A,2110781,157019667,17514,8965,114581,10.915,12.7809,0.0782
942,11560700,A,2110784,89220745,7447,11981,114581,10.915,9.5636,0.1046
943,11560700,A,2110789,460167167,40711,11303,114581,10.915,10.1372,0.0986
944,11560700,A,2110793,358119222,11095,32278,114581,10.915,3.5498,0.2817
945,11560710,A,2110769,239456979,4969,48194,129663,18.507,2.6904,0.3717
946,11560710,A,2110771,110661003,15964,6932,129663,18.507,18.705,0.0535
947,11560710,A,2110775,357552005,5695,62781,129663,18.507,2.0653,0.4842
948,11560710,A,2110778,534536539,27791,19234,129663,18.507,6.7413,0.1483
949,11560720,A,2110766,274377307,17832,15387,77962,2.977,5.0667,0.1974
950,11560720,A,2110776,119886283,15478,7746,77962,2.977,10.0648,0.0994
951,11560720,D,2120139,830088710,73453,11301,77962,2.977,6.8987,0.145
952,11560720,D,2120142,1783975253,108184,16490,77962,2.977,4.7278,0.2115
953,11590510,A,2110832,200528507,10059,19936,140575,-1.808,7.0513,0.1418
954,11590510,A,2110834,24255594,2854,8499,140575,-1.808,16.5402,0.0605
955,11590510,D,2120153,-2147483648,327365,7851,140575,-1.808,17.9054,0.0558
956,11590520,A,2110828,407465004,46508,8761,260451,48.518,29.7285,0.0336
957,11590520,A,2110829,36952945,2760,13391,260451,48.518,19.4497,0.0514
958,11590530,A,2110835,102543789,5521,18572,117732,6.272,6.3392,0.1577
959,11590530,A,2110836,590698595,73742,8010,117732,6.272,14.6981,0.068
960,11590530,A,2110837,552655603,61622,8968,117732,6.272,13.128,0.0762
961,11590530,A,2110838,58370453,3886,15020,117732,6.272,7.8383,0.1276
962,11590530,A,2110839,377941710,38847,9729,117732,6.272,12.1011,0.0826
963,11590540,A,2110826,272988932,14992,18209,105824,-3.103,5.8116,0.1721
964,11590540,A,2110833,247339667,29888,8276,105824,-3.103,12.7869,0.0782
965,11590540,D,2120154,447466077,33924,13190,105824,-3.103,8.023,0.1246
966,11590550,A,2110825,288940937,31228,9253,122442,-6.752,13.2327,0.0756
967,11590560,A,2110827,580166424,40585,14295,90616,4.347,6.339,0.1578
968,11590560,A,2110830,43800568,2606,16807,90616,4.347,5.3916,0.1855
969,11590560,A,2110831,162605338,7036,23111,90616,4.347,3.9209,0.255
970,11590605,A,2110840,533051370,56479,9438,127188,10.645,13.4762,0.0742
971,11590605,A,2110841,12656330,336,37668,127188,10.645,3.3766,0.2962
972,11590605,A,2110842,362456800,27661,13103,127188,10.645,9.7068,0.103
973,11590605,A,2110844,13319089,500,26638,127188,10.645,4.7747,0.2094
974,11590620,A,2110847,207083222,29326,7062,109700,1.827,15.5338,0.0644
975,11590620,A,2110848,240787568,26556,9067,109700,1.827,12.0988,0.0827
976,11590620,A,2110850,482108245,30710,15699,109700,1.827,6.9877,0.1431
977,11590620,A,2110852,309581848,20495,15106,109700,1.827,7.262,0.1377
978,11590630,A,2110851,243345627,33164,7338,127035,-0.353,17.3119,0.0578
979,11590630,D,2120156,-2147483648,146653,17733,127035,-0.353,7.1638,0.1396
980,11590640,A,2110845,52274007,5472,9553,105729,-0.244,11.0676,0.0904
981,11590640,A,2110849,231795513,16434,14105,105729,-0.244,7.4959,0.1334
982,11590650,A,2110846,377726932,41124,9185,109212,8.821,11.8903,0.0841
983,11590651,A,2110843,88273855,6095,14484,74109,2.595,5.1166,0.1954
984,11590651,D,2120155,75836171,11676,6495,74109,2.595,11.4102,0.0876
985,11590660,A,2110820,228218765,27020,8446,94611,0.51,11.2019,0.0893
986,11590660,A,2110822,219091794,29811,7349,94611,0.51,12.874,0.0777
987,11590660,A,2110824,143999913,17270,8338,94611,0.51,11.347,0.0881
988,11590660,D,2120147,860548197,74244,11591,94611,0.51,8.1625,0.1225
989,11590660,D,2120152,1248641354,79716,15664,94611,0.51,6.04,0.1656
990,11590670,A,2110818,59716484,3802,15707,93213,1.609,5.9345,0.1685
991,11590670,A,2110819,373437768,16152,23121,93213,1.609,4.0315,0.248
