,행정동_코드,상권_구분_코드,상권_코드,분기당_매출_금액,분기당_매출_건수,건당_매출액_평균,"환산임대료(원, 21년도)","증감율(%, 19-21년도)",임대료/매출,매출/임대료
992,11590680,A,2110821,223822905,19224,11643,123558,4.519,10.6122,0.0942
993,11590680,A,2110823,133620468,14777,9043,123558,4.519,13.6634,0.0732
994,11590680,D,2120151,1880797185,152891,12302,123558,4.519,10.0437,0.0996
995,11620525,A,2110873,259277511,22290,11632,115957,14.552,9.9688,0.1003
996,11620525,A,2110875,100020014,13203,7575,115957,14.552,15.3079,0.0653
997,11620525,A,2110883,161644329,12423,13012,115957,14.552,8.9115,0.1122
998,11620545,A,2110898,17825336,430,41478,111722,-10.629,2.6935,0.3713
999,11620565,A,2110891,162908336,21030,7746,91212,-0.01,11.7754,0.0849
1000,11620575,A,2110896,192530440,12310,15641,109776,7.122,7.0185,0.1425
1001,11620575,A,2110897,378369742,33598,11262,109776,7.122,9.7475,0.1026
1002,11620575,A,2110899,15473212,1572,9840,109776,7.122,11.1561,0.0896
1003,11620585,A,2110895,1271769600,79614,15974,142693,11.169,8.9328,0.1119
1004,11620595,A,2110888,141256243,16143,8751,119364,3.497,13.64,0.0733
1005,11620595,A,2110890,264514698,32022,8260,119364,3.497,14.4508,0.0692
1006,11620595,A,2110893,168638638,11912,14157,119364,3.497,8.4314,0.1186
1007,11620595,D,2120159,-2147483648,238223,13123,119364,3.497,9.0958,0.1099
1008,11620605,A,2110884,318313142,21477,14821,99592,-2.843,6.7197,0.1488
1009,11620605,A,2110889,111177737,3973,27984,99592,-2.843,3.5589,0.281
1010,11620615,A,2110892,783510589,72741,10771,100391,-3.209,9.3205,0.1073
1011,11620625,A,2110900,377381503,36329,10388,128055,18.098,12.3272,0.0811
1012,11620625,A,2110901,203245925,21278,9552,128055,18.098,13.4061,0.0746
1013,11620630,A,2110902,659076841,76496,8616,141991,17.652,16.4799,0.0607
1014,11620645,A,2110876,533519927,59442,8975,147452,0.784,16.4292,0.0609
1015,11620645,A,2110880,384614197,50650,7594,147452,0.784,19.4169,0.0515
1016,11620655,A,2110867,190525943,22090,8625,111681,-2.864,12.9485,0.0772
1017,11620655,A,2110871,244645326,25930,9435,111681,-2.864,11.8369,0.0845
1018,11620655,A,2110872,159126243,16136,9862,111681,-2.864,11.3244,0.0883
1019,11620665,A,2110882,355442661,23216,15310,88132,0.427,5.7565,0.1737
1020,11620665,A,2110885,205314608,19995,10268,88132,0.427,8.5832,0.1165
1021,11620665,A,2110886,433167740,67428,6424,88132,0.427,13.7192,0.0729
1022,11620695,A,2110869,635325983,42813,14839,131794,2.39,8.8816,0.1126
1023,11620695,A,2110877,589761335,39754,14835,131794,2.39,8.884,0.1126
1024,11620695,D,2120157,-2147483648,251116,10648,131794,2.39,12.3773,0.0808
1025,11620715,A,2110859,146559482,10915,13427,83905,6.326,6.249,0.16
1026,11620725,A,2110853,54823470,3667,14950,83965,3.003,5.6164,0.1781
1027,11620725,A,2110854,128842891,8498,15161,83965,3.003,5.5382,0.1806
1028,11620725,A,2110855,485221860,37114,13074,83965,3.003,6.4223,0.1557
1029,11620735,A,2110881,746115677,92344,8080,108423,-2.768,13.4187,0.0745
1030,11620735,A,2110887,160876957,25598,6285,108423,-2.768,17.2511,0.058
1031,11620735,D,2120158,722932246,89871,8044,108423,-2.768,13.4787,0.0742
1032,11620745,A,2110870,36753138,2285,16087,81819,8.383,5.086,0.1966
1033,11620745,A,2110874,104419916,9446,11055,81819,8.383,7.4011,0.1351
1034,11620745,A,2110878,67543774,7677,8799,81819,8.383,9.2987,0.1075
1035,11620745,A,2110879,218882794,28207,7760,81819,8.383,10.5437,0.0948
1036,11620765,A,2110856,143448145,13544,10591,95996,1.139,9.0639,0.1103
1037,11620765,A,2110857,331053794,34598,9569,95996,1.139,10.032,0.0997
1038,11620765,A,2110860,179220814,20757,8634,95996,1.139,11.1184,0.0899
1039,11620765,A,2110863,243761689,15425,15803,95996,1.139,6.0745,0.1646
1040,11620775,A,2110862,189104019,15375,12299,101412,-8.76,8.2455,0.1213
1041,11620775,A,2110865,365472748,40957,8923,101412,-8.76,11.3652,0.088
1042,11620775,A,2110866,79429003,8559,9280,101412,-8.76,10.928,0.0915
1043,11650510,A,2110929,219228360,20516,10686,126629,6.638,11.85,0.0844
1044,11650510,A,2110930,234482046,15716,14920,126629,6.638,8.4872,0.1178
1045,11650510,A,2110932,150644134,18294,8235,126629,6.638,15.3769,0.065
1046,11650510,A,2110933,729145814,28479,25603,126629,6.638,4.9459,0.2022
1047,11650510,D,2120173,-2147483648,342736,16411,126629,6.638,7.7161,0.1296
1048,11650510,D,2120175,1794039644,146587,12239,126629,6.638,10.3464,0.0967
1049,11650520,A,2110935,75573763,8619,8768,150037,1.699,17.1119,0.0584
1050,11650520,D,2120179,-2147483648,203492,15075,150037,1.699,9.9527,0.1005
1051,11650520,D,2120189,-2147483648,904123,13036,150037,1.699,11.5094,0.0869
1052,11650530,A,2110925,153537474,11048,13898,116292,3.406,8.3675,0.1195
1053,11650530,A,2110926,175340537,23640,7417,116292,3.406,15.6791,0.0638
1054,11650530,A,2110928,85155186,4650,18313,116292,3.406,6.3502,0.1575
1055,11650530,D,2120168,368667833,28299,13027,116292,3.406,8.927,0.112
1056,11650530,D,2120169,2077923466,132195,15719,116292,3.406,7.3982,0.1352
1057,11650530,D,2120171,1973570059,133621,14770,116292,3.406,7.8735,0.127
1058,11650530,D,2120172,1416925162,87421,16208,116292,3.406,7.175,0.1394
1059,11650540,A,2110927,162737152,4226,38512,127591,3.364,3.313,0.3018
1060,11650540,D,2120174,372173872,23967,15529,127591,3.364,8.2163,0.1217
1061,11650540,D,2120178,-2147483648,236144,15333,127591,3.364,8.3213,0.1202
1062,11650550,A,2110908,170358244,12907,13199,99988,-5.866,7.5754,0.132
1063,11650560,D,2120176,261500674,29019,9011,159555,5.32,17.7067,0.0565
1064,11650560,D,2120177,441556225,40429,10922,159555,5.32,14.6086,0.0685
1065,11650581,A,2110917,194983625,25291,7710,164140,4.585,21.2892,0.047
1066,11650581,A,2110921,309658234,6602,46902,164140,4.585,3.4996,0.2857
1067,11650581,A,2110924,289180527,8521,33938,164140,4.585,4.8365,0.2068
1068,11650581,D,2120165,1779589949,80446,22122,164140,4.585,7.4198,0.1348
1069,11650581,D,2120167,1756713763,199101,8823,164140,4.585,18.6036,0.0538
1070,11650581,D,2120170,894151629,70538,12676,164140,4.585,12.9489,0.0772
1071,11650590,A,2110903,370941473,38293,9687,111348,5.085,11.4946,0.087
1072,11650590,A,2110912,199882811,15475,12917,111348,5.085,8.6203,0.116
1073,11650590,A,2110915,432792637,10385,41674,111348,5.085,2.6719,0.3743
1074,11650590,D,2120161,77708675,6788,11448,111348,5.085,9.7264,0.1028
1075,11650590,D,2120162,1024274884,69417,14755,111348,5.085,7.5465,0.1325
1076,11650600,A,2110916,315250280,24913,12654,121987,5.121,9.6402,0.1037
1077,11650600,A,2110918,286661113,37007,7746,121987,5.121,15.7484,0.0635
1078,11650600,A,2110922,34680082,3856,8995,121987,5.121,13.5616,0.0737
1079,11650600,D,2120166,1391076388,107017,12999,121987,5.121,9.3843,0.1066
1080,11650610,A,2110904,245873186,24076,10212,126222,6.492,12.3602,0.0809
1081,11650610,A,2110905,82536342,8525,9682,126222,6.492,13.0368,0.0767
1082,11650610,A,2110909,26135202,3908,6687,126222,6.492,18.8757,0.053
1083,11650610,D,2120160,-2147483648,158212,18952,126222,6.492,6.6601,0.1501
1084,11650610,D,2120163,73525345,6761,10874,126222,6.492,11.6077,0.0861
1085,11650620,A,2110913,352172566,39243,8974,103291,-1.674,11.51,0.0869
1086,11650620,A,2110920,81633836,15003,5441,103291,-1.674,18.9838,0.0527
1087,11650620,A,2110923,189043745,4979,37971,103291,-1.674,2.7203,0.3676
1088,11650621,A,2110906,194059716,23098,8402,110013,4.122,13.0937,0.0764
1089,11650621,A,2110907,266504307,24342,10949,110013,4.122,10.0478,0.0995
1090,11650621,A,2110910,68480927,5884,11638,110013,4.122,9.4529,0.1058
1091,11650621,A,2110914,87699031,2795,31380,110013,4.122,3.5058,0.2852
1092,11650621,A,2110919,136031086,1851,73491,110013,4.122,1.497,0.668
1093,11650621,D,2120164,1469989131,115540,12723,110013,4.122,8.6468,0.1156
1094,11650651,A,2110931,233753382,29726,7864,106118,1.765,13.4942,0.0741
1095,11650651,A,2110934,379866767,28491,13333,106118,1.765,7.959,0.1256
1096,11650651,A,2110937,136768323,17416,7853,106118,1.765,13.5131,0.074
1097,11650651,A,2110938,284380156,18860,15078,106118,1.765,7.0379,0.1421
1098,11650651,A,2110939,1461286032,99783,14645,106118,1.765,7.246,0.138
1099,11650651,D,2120181,550442667,36625,15029,106118,1.765,7.0609,0.1416
1100,11650651,D,2120183,708420431,30887,22936,106118,1.765,4.6267,0.2161
1101,11650652,A,2110936,272178135,23024,11822,87295,6.373,7.3841,0.1354
1102,11650652,A,2110940,110676421,13226,8368,87295,6.373,10.432,0.0959
1103,11650652,A,2110941,94488415,8665,10905,87295,6.373,8.005,0.1249
1104,11650652,A,2110942,565547570,30349,18635,87295,6.373,4.6845,0.2135
1105,11650652,A,2110943,118969020,13567,8769,87295,6.373,9.955,0.1005
1106,11650652,A,2110946,642694756,22305,28814,87295,6.373,3.0296,0.3301
1107,11650652,D,2120180,538915187,27353,19703,87295,6.373,4.4305,0.2257
1108,11650652,D,2120182,1086339274,64961,16723,87295,6.373,5.2201,0.1916
1109,11650652,D,2120184,1920072313,121891,15752,87295,6.373,5.5418,0.1804
1110,11650660,A,2110944,108304816,14191,7632,101540,-5.432,13.3045,0.0752
1111,11650660,A,2110945,66652786,2267,29396,101540,-5.432,3.4542,0.2895
1112,11650660,A,2110947,661656655,18405,35950,101540,-5.432,2.8245,0.354
1113,11680510,A,2110949,293874242,26728,10995,96501,1.36,8.7768,0.1139
1114,11680510,A,2110949,293874242,26728,10995,134795,5.457,12.2597,0.0816
1115,11680510,A,2110951,146237395,10433,14017,96501,1.36,6.8846,0.1453
1116,11680510,A,2110951,146237395,10433,14017,134795,5.457,9.6165,0.104
1117,11680510,D,2120186,-2147483648,175562,21346,96501,1.36,4.5208,0.2212
1118,11680510,D,2120186,-2147483648,175562,21346,134795,5.457,6.3148,0.1584
1119,11680510,D,2120188,-2147483648,166814,13046,96501,1.36,7.397,0.1352
1120,11680510,D,2120188,-2147483648,166814,13046,134795,5.457,10.3323,0.0968
1121,11680521,A,2110952,142354577,16334,8715,128348,2.562,14.7273,0.0679
1122,11680521,A,2110953,9034083,258,35016,128348,2.562,3.6654,0.2728
1123,11680521,A,2110955,658884682,57762,11407,128348,2.562,11.2517,0.0889
1124,11680521,D,2120185,-2147483648,192297,13725,128348,2.562,9.3514,0.1069
1125,11680521,D,2120187,-2147483648,355330,15455,128348,2.562,8.3046,0.1204
1126,11680521,D,2120191,1888413512,168579,11202,128348,2.562,11.4576,0.0873
1127,11680531,A,2110957,289020018,22452,12873,126226,1.255,9.8055,0.102
1128,11680531,A,2110961,601829881,37401,16091,126226,1.255,7.8445,0.1275
1129,11680531,A,2110966,344041292,16953,20294,126226,1.255,6.2199,0.1608
1130,11680531,A,2110968,160377739,6703,23926,126226,1.255,5.2757,0.1895
1131,11680531,D,2120194,1368590640,108751,12585,126226,1.255,10.0299,0.0997
1132,11680531,D,2120196,1122424698,66345,16918,126226,1.255,7.461,0.134
1133,11680531,D,2120203,-2147483648,156733,15132,126226,1.255,8.3417,0.1199
1134,11680545,A,2110959,238100507,12587,18916,150559,4.121,7.9593,0.1256
1135,11680545,A,2110962,412981437,5792,71305,150559,4.121,2.1115,0.4736
1136,11680545,D,2120190,1964062011,121587,16154,150559,4.121,9.3202,0.1073
1137,11680545,D,2120193,1936662502,68265,28370,150559,4.121,5.307,0.1884
1138,11680545,D,2120195,1297922296,37776,34358,150559,4.121,4.3821,0.2282
1139,11680545,D,2120200,-2147483648,137042,28054,150559,4.121,5.3668,0.1863
1140,11680545,D,2120202,-2147483648,110820,31376,150559,4.121,4.7985,0.2084
1141,11680565,A,2110973,21035357,1575,13355,137791,-0.162,10.3176,0.0969
1142,11680565,A,2110976,159090328,11776,13510,137791,-0.162,10.1992,0.098
1143,11680565,A,2110979,30124757,274,109864,137791,-0.162,1.2542,0.7973
1144,11680565,A,2110985,187700689,16804,11170,137791,-0.162,12.3358,0.0811
1145,11680565,A,2110987,140563509,2893,48590,137791,-0.162,2.8358,0.3526
1146,11680565,A,2110990,102374349,5277,19401,137791,-0.162,7.1023,0.1408
1147,11680565,D,2120208,-2147483648,128731,21683,137791,-0.162,6.3548,0.1574
1148,11680565,D,2120209,828051515,70517,11743,137791,-0.162,11.7339,0.0852
1149,11680565,D,2120214,533248494,40418,13193,137791,-0.162,10.4443,0.0957
1150,11680565,D,2120216,678645753,24020,28254,137791,-0.162,4.8769,0.205
1151,11680580,A,2110988,169345076,19749,8575,218172,8.243,25.4428,0.0393
1152,11680580,A,2110991,-2147483648,20212,125456,218172,8.243,1.739,0.575
1153,11680580,A,2110995,200199437,7569,26450,218172,8.243,8.2485,0.1212
1154,11680580,D,2120218,1101572638,71304,15449,218172,8.243,14.1221,0.0708
1155,11680580,D,2120221,1208477330,73410,16462,218172,8.243,13.2531,0.0755
1156,11680590,A,2110974,186818267,22629,8256,143146,0.402,17.3384,0.0577
1157,11680590,A,2110982,73297929,8175,8966,143146,0.402,15.9654,0.0626
1158,11680590,A,2110986,22193193,1869,11876,143146,0.402,12.0534,0.083
1159,11680590,D,2120207,1660595440,133929,12399,143146,0.402,11.545,0.0866
1160,11680590,D,2120210,-2147483648,453573,13469,143146,0.402,10.6278,0.0941
1161,11680590,D,2120213,1970359879,90637,21739,143146,0.402,6.5848,0.1519
1162,11680590,D,2120215,-2147483648,325816,15912,143146,0.402,8.9961,0.1112
1163,11680600,D,2120220,1158761284,107128,10817,187115,-8.119,17.2982,0.0578
1164,11680610,A,2110996,327362738,15075,21715,148490,-4.223,6.8381,0.1462
1165,11680610,D,2120222,-2147483648,313013,15449,148490,-4.223,9.6116,0.104
1166,11680610,D,2120223,385829334,16392,23538,148490,-4.223,6.3085,0.1585
1167,11680630,A,2110989,286727651,18627,15393,146821,3.185,9.5382,0.1048
1168,11680630,A,2110992,392617639,48398,8112,146821,3.185,18.0992,0.0553
1169,11680630,D,2120211,629737563,56498,11146,146821,3.185,13.1725,0.0759
1170,11680630,D,2120212,1232966829,105578,11678,146821,3.185,12.5724,0.0795
1171,11680630,D,2120217,529737326,54223,9770,146821,3.185,15.0277,0.0665
1172,11680630,D,2120219,1277263681,156068,8184,146821,3.185,17.94,0.0557
1173,11680640,A,2110954,824706584,53512,15412,149684,1.216,9.7122,0.103
1174,11680640,A,2110956,30313605,1318,23000,149684,1.216,6.508,0.1537
1175,11680640,A,2110958,140234884,16383,8560,149684,1.216,17.4864,0.0572
1176,11680640,A,2110963,70983377,8137,8723,149684,1.216,17.1597,0.0583
1177,11680640,A,2110965,149931174,11686,12830,149684,1.216,11.6667,0.0857
1178,11680640,A,2110967,354456736,30305,11696,149684,1.216,12.7979,0.0781
1179,11680640,A,2110971,634669555,51024,12439,149684,1.216,12.0334,0.0831
1180,11680640,D,2120192,-2147483648,305766,11645,149684,1.216,12.8539,0.0778
1181,11680640,D,2120197,-2147483648,664313,12613,149684,1.216,11.8674,0.0843
1182,11680640,D,2120198,1538609440,120400,12779,149684,1.216,11.7133,0.0854
1183,11680640,D,2120199,1223218586,111231,10997,149684,1.216,13.6113,0.0735
1184,11680640,D,2120201,828598107,80715,10266,149684,1.216,14.5806,0.0686
1185,11680640,D,2120204,1298372418,110624,11737,149684,1.216,12.7532,0.0784
1186,11680650,A,2110969,192403682,9023,21325,153698,2.459,7.2074,0.1387
1187,11680650,A,2110972,117808567,13555,8691,153698,2.459,17.6847,0.0565
1188,11680650,D,2120206,711714252,71510,9953,153698,2.459,15.4424,0.0648
1189,11680655,A,2110960,173212137,17281,10024,135359,0.638,13.5035,0.0741
1190,11680655,A,2110975,366246159,56762,6452,135359,0.638,20.9794,0.0477
1191,11680656,A,2110978,125245699,7786,16087,152948,9.669,9.5076,0.1052
1192,11680656,D,2120205,1879615056,102879,18270,152948,9.669,8.3715,0.1195
1193,11680670,A,2110994,269254988,18227,14772,150472,6.499,10.1863,0.0982
1194,11680690,A,2110977,181021866,19991,9055,87756,15.591,9.6914,0.1032
1195,11680690,A,2110980,138440723,10939,12655,87756,15.591,6.9345,0.1442
1196,11680690,A,2110981,517157995,34986,14782,87756,15.591,5.9367,0.1684
1197,11680690,A,2110983,560996859,49212,11400,87756,15.591,7.6979,0.1299
1198,11680690,A,2110984,299898713,31021,9668,87756,15.591,9.077,0.1102
1199,11680700,A,2110998,342631072,24226,14143,151149,13.422,10.6872,0.0936
1200,11680700,A,2110999,380185184,37579,10117,151149,13.422,14.9401,0.0669
1201,11680700,A,2111000,118997217,5261,22617,151149,13.422,6.683,0.1496
1202,11680700,A,2111001,539042875,16338,32994,151149,13.422,4.5811,0.2183
1203,11680700,A,2111002,67513044,7298,9250,151149,13.422,16.3404,0.0612
1204,11680730,A,2110997,1129766244,86797,13016,101646,0.396,7.8093,0.1281
1205,11680750,D,2120224,1612658878,202705,7956,133451,11.531,16.7736,0.0596
1206,11710510,A,2111018,241031584,38615,6242,91239,10.356,14.6169,0.0684
1207,11710531,A,2111042,393126103,32954,11930,88948,12.436,7.4558,0.1341
1208,11710532,D,2120241,614738791,43068,14274,137444,26.227,9.629,0.1039
1209,11710540,A,2111046,356613806,25822,13810,104834,15.575,7.5912,0.1317
1210,11710540,A,2111047,71596359,6710,10671,104834,15.575,9.8242,0.1018
1211,11710550,A,2111043,124603342,14762,8441,121151,17.115,14.3527,0.0697
1212,11710550,A,2111044,306598902,26072,11760,121151,17.115,10.302,0.0971
1213,11710561,A,2111020,187960324,13174,14267,125708,16.002,8.8111,0.1135
1214,11710561,A,2111021,1195376860,67192,17791,125708,16.002,7.0658,0.1415
1215,11710561,D,2120238,483625775,47414,10200,125708,16.002,12.3243,0.0811
1216,11710562,A,2111014,835607348,18472,45235,152027,23.244,3.3608,0.2975
1217,11710562,A,2111017,75289876,8594,8761,152027,23.244,17.3527,0.0576
1218,11710562,A,2111019,450567382,26246,17167,152027,23.244,8.8558,0.1129
1219,11710562,D,2120229,-2147483648,167670,23240,152027,23.244,6.5416,0.1529
1220,11710562,D,2120232,510397255,44767,11401,152027,23.244,13.3345,0.075
1221,11710562,D,2120233,935527125,99751,9379,152027,23.244,16.2093,0.0617
1222,11710570,A,2111030,138761266,10993,12622,124745,29.877,9.8831,0.1012
1223,11710570,A,2111032,472636666,21929,21553,124745,29.877,5.7878,0.1728
1224,11710570,A,2111034,409183151,24887,16442,124745,29.877,7.587,0.1318
1225,11710570,A,2111035,157644910,19630,8031,124745,29.877,15.5329,0.0644
1226,11710570,A,2111037,90496594,8505,10641,124745,29.877,11.7231,0.0853
1227,11710570,A,2111038,436338558,40209,10852,124745,29.877,11.4951,0.087
1228,11710570,A,2111039,353386889,10027,35244,124745,29.877,3.5395,0.2825
1229,11710570,A,2111040,28252277,952,29672,124745,29.877,4.2041,0.2379
1230,11710580,A,2111013,1063164465,43788,24280,145958,24.453,6.0114,0.1663
1231,11710580,A,2111015,403995009,31879,12673,145958,24.453,11.5172,0.0868
1232,11710580,D,2120228,1329480700,95389,13937,145958,24.453,10.4727,0.0955
1233,11710590,A,2111016,96689075,12537,7712,114728,20.707,14.8766,0.0672
1234,11710600,A,2111008,219883104,25292,8694,157560,27.535,18.1228,0.0552
1235,11710600,A,2111009,87843661,7306,12023,157560,27.535,13.1049,0.0763
1236,11710600,A,2111010,801729703,43564,18404,157560,27.535,8.5612,0.1168
1237,11710600,A,2111012,234722804,20224,11606,157560,27.535,13.5757,0.0737
1238,11710600,D,2120230,446173256,39549,11282,157560,27.535,13.9656,0.0716
1239,11710610,A,2111005,240322747,21221,11325,147369,11.482,13.0127,0.0768
1240,11710610,A,2111006,597571442,51352,11637,147369,11.482,12.6638,0.079
1241,11710610,A,2111007,476525746,42483,11217,147369,11.482,13.138,0.0761
1242,11710610,D,2120226,883653596,67199,13150,147369,11.482,11.2068,0.0892
1243,11710620,A,2111022,81829192,11913,6869,135082,15.619,19.6655,0.0509
1244,11710620,A,2111024,107013270,7278,14704,135082,15.619,9.1868,0.1089
1245,11710620,D,2120234,1422362624,109805,12954,135082,15.619,10.4278,0.0959
1246,11710620,D,2120237,1734220832,117281,14787,135082,15.619,9.1352,0.1095
1247,11710620,D,2120239,771709676,59363,13000,135082,15.619,10.3909,0.0962
1248,11710631,D,2120231,-2147483648,170653,15446,239195,38.44,15.4859,0.0646
1249,11710632,A,2111025,160109350,20968,7636,137456,24.707,18.001,0.0556
1250,11710632,A,2111029,137290778,11632,11803,137456,24.707,11.6459,0.0859
1251,11710632,A,2111036,37100384,3942,9412,137456,24.707,14.6043,0.0685
1252,11710632,D,2120240,847618039,61288,13830,137456,24.707,9.939,0.1006
1253,11710641,A,2111023,680483472,56132,12123,144208,36.082,11.8954,0.0841
1254,11710641,A,2111026,644624639,37900,17009,144208,36.082,8.4783,0.1179
1255,11710641,A,2111027,298375262,22633,13183,144208,36.082,10.9389,0.0914
1256,11710642,D,2120235,-2147483648,283060,11799,154183,11.267,13.0675,0.0765
1257,11710642,D,2120236,959379528,105962,9054,154183,11.267,17.0293,0.0587
1258,11710646,A,2111028,376274554,23617,15932,127230,23.162,7.9858,0.1252
1259,11710646,A,2111031,276834770,29356,9430,127230,23.162,13.492,0.0741
1260,11710646,A,2111033,204311673,18184,11236,127230,23.162,11.3234,0.0883
1261,11710647,A,2111045,354405612,43369,8172,165425,6.221,20.2429,0.0494
1262,11710650,A,2111003,655514299,68096,9626,147235,6.859,15.2956,0.0654
1263,11710650,A,2111004,1117570915,99194,11267,147235,6.859,13.0678,0.0765
1264,11710650,D,2120225,-2147483648,308075,13160,147235,6.859,11.1881,0.0894
1265,11710690,A,2111011,88959823,5658,15722,264536,5.482,16.8258,0.0594
1266,11710710,D,2120227,-2147483648,303098,11880,157418,-2.586,13.2507,0.0755
1267,11740515,A,2111090,255473901,26268,9726,132731,0.33,13.647,0.0733
1268,11740520,A,2111089,670229138,32836,20412,169554,58.326,8.3066,0.1204
1269,11740530,A,2111080,312235194,28967,10779,109580,4.075,10.1661,0.0984
1270,11740530,D,2120248,1249618426,80041,15612,109580,4.075,7.019,0.1425
1271,11740540,A,2111086,217842061,11359,19178,100327,10.727,5.2314,0.1912
1272,11740540,D,2120249,1690813238,157984,10702,100327,10.727,9.3746,0.1067
1273,11740550,A,2111085,347830697,28344,12272,123347,0.09,10.0511,0.0995
1274,11740560,A,2111087,176926124,11487,15402,227118,34.835,14.746,0.0678
1275,11740560,A,2111088,265232406,17361,15278,227118,34.835,14.8657,0.0673
1276,11740570,A,2111061,393275988,32605,12062,105862,7.396,8.7765,0.1139
1277,11740570,A,2111066,174441156,15846,11009,105862,7.396,9.616,0.104
1278,11740570,A,2111074,189032954,15766,11990,105862,7.396,8.8292,0.1133
1279,11740580,A,2111054,128555753,3397,37848,93304,1.874,2.4652,0.4056
1280,11740580,A,2111055,198783750,3365,59074,93304,1.874,1.5794,0.6331
1281,11740580,D,2120244,1151611041,75705,15212,93304,1.874,6.1336,0.163
1282,11740600,A,2111069,131128289,16039,8175,84611,10.267,10.35,0.0966
1283,11740600,A,2111070,202355481,21171,9558,84611,10.267,8.8524,0.113
1284,11740600,A,2111072,296842249,18954,15661,84611,10.267,5.4027,0.1851
1285,11740600,A,2111075,327515343,32979,9931,84611,10.267,8.5199,0.1174
1286,11740600,D,2120247,553893155,44872,12344,84611,10.267,6.8544,0.1459
1287,11740610,A,2111048,155369156,9686,16040,107925,4.899,6.7285,0.1486
1288,11740610,A,2111049,328215082,22246,14754,107925,4.899,7.315,0.1367
1289,11740610,A,2111052,407940956,29829,13676,107925,4.899,7.8916,0.1267
1290,11740610,A,2111057,359021690,16232,22117,107925,4.899,4.8797,0.2049
1291,11740610,A,2111060,465400738,32355,14384,107925,4.899,7.5031,0.1333
1292,11740610,D,2120243,1666876776,142071,11733,107925,4.899,9.1984,0.1087
1293,11740620,A,2111056,143352077,11096,12919,113664,5.166,8.7982,0.1137
1294,11740620,A,2111063,458323884,43213,10606,113664,5.166,10.717,0.0933
1295,11740620,A,2111065,112831540,14371,7851,113664,5.166,14.4776,0.0691
1296,11740640,A,2111050,129386298,11952,10825,88174,5.817,8.1454,0.1228
1297,11740640,A,2111053,319307436,26601,12004,88174,5.817,7.3454,0.1361
1298,11740640,A,2111058,61093627,6973,8761,88174,5.817,10.0644,0.0994
1299,11740640,D,2120242,1165956236,67568,17256,88174,5.817,5.1098,0.1957
1300,11740650,A,2111051,262327391,17799,14738,103072,4.787,6.9936,0.143
1301,11740650,A,2111059,690767854,39505,17486,103072,4.787,5.8945,0.1696
1302,11740660,A,2111062,305321888,10625,28737,97782,-2.015,3.4027,0.2939
1303,11740660,A,2111064,91488547,9685,9447,97782,-2.015,10.3506,0.0966
1304,11740660,A,2111067,566176700,44073,12846,97782,-2.015,7.6119,0.1314
1305,11740660,D,2120245,1257410112,97246,12930,97782,-2.015,7.5624,0.1322
1306,11740685,A,2111068,164388245,18645,8817,98924,6.713,11.2197,0.0891
1307,11740685,A,2111071,95819524,8161,11741,98924,6.713,8.4255,0.1187
1308,11740685,A,2111077,568791924,39433,14424,98924,6.713,6.8583,0.1458
1309,11740685,A,2111078,473173471,39291,12043,98924,6.713,8.2142,0.1217
1310,11740685,A,2111083,182911500,18115,10097,98924,6.713,9.7974,0.1021
1311,11740685,A,2111084,74834400,10824,6914,98924,6.713,14.3078,0.0699
1312,11740685,D,2120246,1966073413,158018,12442,98924,6.713,7.9508,0.1258
1313,11740700,A,2111073,672321200,50576,13293,87738,12.542,6.6003,0.1515
1314,11740700,A,2111076,253195078,16445,15397,87738,12.542,5.6984,0.1755
1315,11740700,A,2111079,49809342,5123,9722,87738,12.542,9.0247,0.1108
1316,11740700,A,2111082,103447791,13684,7560,87738,12.542,11.6056,0.0862
